5 0.1 5 5 5 5 5 5 5 0.5 5 5 5 0.55 5 5 5 5 5 5 5 5 0 5
0.1 5 5 0.1 5 5 0.4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.35 5 5
5 5 5 5 5 5 5 5 5 5 5 5 0.75 0.45 5 5 5 5 5 5 5 5 5 5
4 153.6 1228.8 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861 -838861
0.55 5 5 0.15 5 5 0.05 5 5 0.15 5 5 5 5 5 5 5 5 0.1 5 5 5 5 5
0.35 5 5 0.8 5 5 0.5 5 5 0.6 5 5 0.85 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 0.85 5 5 0.45 5 5 0.6 5 5 5 5 0.8 5 5 5
5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.95 5 5 5 5 5
5 5 5 5 5 5 5 5 5 0.55 5 5 0.35 5 5 0.45 5 5 5 5 5 5 5 5
5 0.25 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.6 5
0.6 5 5 0.65 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.8 5 5 0.7 5 5
5 5 5 5 5 5 5 5 5 5 5 5 0.8 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 0.75 5 5 5 5 5 5 5 5 0.9 5 5 0.8 5 5 0.7 5 5 5
0 5 5 0.1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.25 5 5 0.1 5 5
5 5 5 5 5 5 5 5 5 0.95 5 5 5 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 5 5 5 0.5 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 0.95 5 5 0.8 5 5 5 5 5 5 5 5 5 5 5
5 0.35 5 5 0.85 5 0.85 5 5 5 0.55 5 5 0.25 5 5 5 5 5 5 5 5 5 5
5 5 5 5 0.75 5 5 5 5 0.35 5 5 5 5 5 5 5 5 5 5 5 5 5 5
0.4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 0.9 5 5 5 5 5 5 5 5 0.8 5 5 5 5 5 0.7 5 5
0.9 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.8 5 5
5 5 5 5 5 5 5 5 5 0.7 5 5 0.7 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 0.75 5 5 0.85 5 5 5 5 5 0.85 5 5 5 5 5
0.15 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.7 5 5 0.7 5 5 5 5 5
5 5 5 5 5 5 5 5 5 0.15 5 5 0.1 5 5 0.2 5 5 5 5 5 5 5 5
0.15 5 5 5 5 5 5 5 5 5 5 5 0.1 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 0.55 5 5 0.05 5 5 0.05 5 5 0.15 5 5 0.15 5 5
5 5 5 5 5 5 5 5 5 5 0.1 5 5 0.4 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 5 5 5 0.4 5 5 0.3 5 5 0.65 5 5 5 5 5
5 0.6 5 5 0.9 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
5 0.7 5 5 5 5 5 5 5 5 5 5 5 0.9 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 0.65 5 5 0.45 5 5 0.7 5 5 5 5 5 5 5 5 5 5 5
0.75 5 5 0.9 5 5 5 5 5 0.2 5 5 5 5 5 5 5 5 5 5 5 5 5 5
5 0.85 5 5 5 5 0.7 5 5 0.55 5 5 0.7 5 5 5 0.7 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 5 5 5 0.15 5 5 0.15 5 5 0.05 5 5 5 5 5
5 5 5 5 5 5 5 5 0.95 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
5 5 5 0.4 5 5 5 5 5 5 5 5 0.15 5 5 0.15 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 0.6 5 5 0.1 5 5 5 5 0.45 5 5 5 5 5 5
5 0.65 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.85 5 5
5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.55 5 5 5 5 5 0.1 5 5
5 5 5 5 5 5 5 5 5 0.3 5 5 0.2 5 5 0.15 5 5 5 5 5 5 5 5
5 5 5 5 5 5 0.75 5 5 0.9 5 5 5 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 0.35 5 5 0.4 5 5 5 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 0.15 5 5 5 5 5 0.8 5 5 5 5 5 5 5 5 5 5 5
0.5 5 5 5 5 5 5 5 5 0.4 5 5 0.05 5 5 0.05 5 5 0.2 5 5 5 5 5
5 5 5 0.9 5 5 0.85 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
0.35 5 5 5 5 5 0.6 5 5 5 5 5 5 5 5 5 5 5 0.4 5 5 0.25 5 5
0 5 5 0.05 5 5 0.2 5 5 5 5 5 5 5 5 0.2 5 5 5 5 5 0.2 5 5
5 5 5 5 5 5 5 5 5 0.3 5 5 0.1 5 5 0.15 5 5 0.7 5 5 5 5 5
5 5 5 5 5 5 0.4 5 5 0.4 5 5 0.85 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 5 5 5 0.15 5 5 5 5 5 5 0.6 5 5 5 5
5 5 5 5 5 5 5 5 5 5 5 5 0.95 5 5 5 5 5 5 5 5 5 5 5
5 5 0.85 5 5 5 5 5 5 5 5 0.5 5 5 0.55 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 0.9 5 5 0.45 5 5 0.65 5 5 5 5 5 5 5 5
5 5 5 0.45 5 5 0.25 5 5 0.5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.25 5 5 0.75 5 5 5 5 5
5 5 5 5 5 5 0.6 5 5 0.6 5 5 5 5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.55 5 5 0.7 5 5
5 5 5 5 0.75 5 5 5 5 5 5 5 5 5 5 5 0.9 5 5 5 5 5 5 5
0.65 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.75 5 5
5 5 5 5 5 5 5 5 5 0.9 5 5 0.6 5 5 0.85 5 5 5 5 5 5 5 5
0.85 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.9 5 5
0.75 5 5 5 5 5 5 5 5 0.15 5 5 0.05 5 5 0.05 5 5 0.55 5 5 5 5 5
5 0.35 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.3 5 5 5 5 5 5 5
0.05 5 5 0.1 5 5 0.8 5 5 5 5 5 5 5 5 5 5 5 0.45 5 5 0.25 5 5
5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 0.15 5 5 0.9 5 5
5 5 5 5 5 5 5 5 5 5 5 5 0.3 5 5 0.3 5 5 0.7 5 5 5 5 5
5 5 5 0.1 5 5 0.15 5 5 0.3 5 5 0.2 5 5 5 5 5 5 5 5 5 5 5
